SSN,Site,Lat,Lon,Depth,wA,wCN,wK,wV1,wV2,A1,A2,A3,DA
icr043211,Boumeoul,11.907482,-13.15499,10,7.2352734,2.670609842,1.34568144,1.785819275,-0.68540632,0.674468533,0.056221028,0.269310439,1
icr043212,Boumeoul,11.907482,-13.15499,35,8.870012115,2.815328626,1.41976752,1.986520126,-0.684585856,0.677261965,0.025456396,0.29728164,1
icr043230,Boumeoul,11.921952,-13.152722,10,6.102083565,3.066230892,0.29240816,2.484277414,-2.350053729,0.376385695,0.173177274,0.450437031,3
icr043231,Boumeoul,11.921952,-13.152722,35,6.556130415,3.027161452,0.2904266,2.593053429,-2.344029768,0.378929562,0.155753886,0.465316553,3
icr043248,Boumeoul,11.94213,-13.157495,10,3.96137454,3.140689288,0.25536512,1.982533842,-2.509503209,0.34034808,0.271233173,0.388418747,3
icr043249,Boumeoul,11.94213,-13.157495,35,4.417632105,3.211663474,0.24699404,2.135206475,-2.565180091,0.332080436,0.255394335,0.412525229,3
icr043266,Boumeoul,11.96197,-13.153175,10,3.51129564,3.386195478,0.32640472,1.607920251,-2.339324209,0.366830082,0.305587815,0.327582103,1
icr043267,Boumeoul,11.96197,-13.153175,35,4.255966485,3.417563916,0.33793012,1.835087942,-2.313844142,0.374523833,0.267467836,0.358008332,1
icr043287,Boumeoul,11.905108,-13.13042,10,4.38927071,3.195143442,0.24714232,2.129656738,-2.559422897,0.333070101,0.255468536,0.411461363,3
icr043288,Boumeoul,11.905108,-13.13042,35,3.76445085,3.734650928,0.1633102,2.097102302,-3.129758174,0.227363399,0.337062303,0.435574298,3
icr043299,Boumeoul,11.928245,-13.13387,10,7.88511024,3.332041318,0.6266178,2.262523848,-1.671003618,0.498812408,0.11582044,0.385367151,1
icr043300,Boumeoul,11.928245,-13.13387,35,9.0457923,3.322816592,0.66716564,2.405669036,-1.605529722,0.512782564,0.085160832,0.402056604,1
icr043324,Boumeoul,11.947127,-13.134832,10,3.62258719,3.566491464,0.22820292,1.853543096,-2.749102375,0.294422475,0.323123679,0.382453846,3
icr043325,Boumeoul,11.947127,-13.134832,35,6.30254062,3.31213558,0.23871732,2.611191778,-2.63006836,0.32636848,0.191411253,0.482220267,3
icr043332,Boumeoul,11.967822,-13.129793,10,2.183260565,3.638404098,0.138844,1.496331993,-3.265949429,0.194315452,0.447118611,0.358565937,2
icr043333,Boumeoul,11.967822,-13.129793,35,2.944313375,3.216881462,0.1434946,1.955197837,-3.109870275,0.229166506,0.356064504,0.41476899,3
icr043347,Boumeoul,11.89474,-13.107555,10,3.565807715,3.139395534,0.98757176,0.940838022,-1.156536393,0.576379506,0.248574582,0.175045912,1
icr043348,Boumeoul,11.89474,-13.107555,35,5.2244675,3.136779586,1.30642768,1.264141762,-0.875900214,0.632438025,0.161492225,0.20606975,1
icr043363,Boumeoul,11.928223,-13.107235,10,8.539198455,2.867715432,2.29612928,1.603062541,-0.222290913,0.757549215,0.02191762,0.220533165,1
icr043390,Boumeoul,11.950435,-13.112207,10,9.693947485,4.115005326,0.556387,2.47643633,-2.000931312,0.440726968,0.127472159,0.431800873,1
icr043391,Boumeoul,11.950435,-13.112207,35,10.51979125,2.71102756,0.50315448,2.93069802,-1.684185775,0.505174814,0.015536603,0.479288583,1
icr043401,Boumeoul,11.963958,-13.105413,10,7.77884476,3.196176202,0.41331028,2.549611469,-2.045511843,0.433461111,0.122284779,0.44425411,3
icr043402,Boumeoul,11.963958,-13.105413,35,7.92165317,3.242768016,0.41494136,2.561593743,-2.056045361,0.431674462,0.121869766,0.446455772,3
icr048450,Madadeni,-27.6111,30.0127,10,4.23365149,3.244820686,2.38660704,0.55946461,-0.307187381,0.728140484,0.192718824,0.079140692,1
icr048451,Madadeni,-27.6111,30.0127,35,5.82132276,4.095302544,2.56318156,0.781310099,-0.468591312,0.701267265,0.180518611,0.118214124,1
icr048468,Madadeni,-27.5922,30.0235,10,6.80994695,3.569433416,3.36046964,0.901520697,-0.060326138,0.778211341,0.107309776,0.114478882,1
icr048469,Madadeni,-27.5922,30.0235,35,7.9120923,4.307714556,3.72831188,0.906947647,-0.144451946,0.762754001,0.117782736,0.119463263,1
icr048485,Madadeni,-27.5684,30.0228,10,5.00199777,5.28122754,0.4459184,1.575423678,-2.471777863,0.341952691,0.32834568,0.329701629,1
icr048486,Madadeni,-27.5684,30.0228,35,5.17677652,5.007188906,0.42472784,1.689198113,-2.467181353,0.344298862,0.31035062,0.345350518,3
icr048503,Madadeni,-27.5477,30.0232,10,4.8412769,4.440845296,0.38610764,1.743434243,-2.442483829,0.34957173,0.298748786,0.351679485,3
icr048504,Madadeni,-27.5477,30.0232,35,4.815825335,8.97973917,0.3369326,1.357810941,-3.282843205,0.18937357,0.470545463,0.340080967,2
icr048520,Madadeni,-27.6131,30.045,10,7.36066062,3.717751492,2.8566816,1.086346436,-0.263458376,0.743148176,0.106369817,0.150482006,1
icr048521,Madadeni,-27.6131,30.045,35,8.920083865,3.473903968,2.57221316,1.457709995,-0.300512344,0.741196935,0.054626936,0.204176129,1
icr048528,Madadeni,-27.5868,30.0455,10,2.67133731,3.63566948,1.49962304,0.179434256,-0.8855795,0.616372473,0.328467347,0.05516018,1
icr048529,Madadeni,-27.5868,30.0455,35,3.553337015,3.721284444,1.619285,0.493147166,-0.832084196,0.630376817,0.273365029,0.096258154,1
icr048549,Madadeni,-27.5634,30.0408,10,8.112511565,4.010208064,0.9150224,1.924519081,-1.477649859,0.530054149,0.141470161,0.32847569,1
icr048550,Madadeni,-27.5634,30.0408,35,7.43057212,3.969801852,0.86664268,1.850412035,-1.521844703,0.520920695,0.158726377,0.320352928,1
icr048566,Madadeni,-27.535,30.0388,10,5.815219675,3.694931102,0.72510268,1.690291482,-1.628403915,0.499143144,0.197498341,0.303358515,1
icr048567,Madadeni,-27.535,30.0388,35,7.0346085,3.190451386,0.67176232,2.092914908,-1.558013099,0.517436628,0.126546294,0.356017078,1
icr048584,Madadeni,-27.602,30.06,10,5.06624077,3.764762346,3.62567516,0.42098193,-0.037644215,0.776072489,0.177658538,0.046268974,1
icr048585,Madadeni,-27.602,30.06,35,5.631749225,3.554493542,3.66464584,0.59326393,0.030519108,0.790922636,0.142187356,0.066890008,1
icr048602,Madadeni,-27.5896,30.0597,10,3.500808915,4.183287182,3.48288152,-0.115312799,-0.183237371,0.733873955,0.266130562,0,1
icr048603,Madadeni,-27.5896,30.0597,35,3.189835005,3.90877112,3.43196756,-0.184278918,-0.130089304,0.737998889,0.262008239,0,1
icr048622,Madadeni,-27.5668,30.0585,10,4.63018196,3.831816816,0.78100424,1.31268532,-1.590513755,0.501166561,0.25008236,0.248751079,1
icr048623,Madadeni,-27.5668,30.0585,35,5.31641057,3.690472652,0.71783696,1.578236675,-1.637267351,0.496031977,0.21580399,0.288164033,1
icr048642,Madadeni,-27.5431,30.071,10,8.92849214,3.521109384,0.63775228,2.379682864,-1.708581453,0.493418173,0.102974328,0.403607499,1
icr048643,Madadeni,-27.5431,30.071,35,10.01822348,2.765960324,0.49003844,2.869796745,-1.730659331,0.495794571,0.031081944,0.473123485,1
icr048664,Madadeni,-27.6154,30.0861,10,5.756040535,3.916584262,3.62186032,0.565527971,-0.078232118,0.770483142,0.161033806,0.068483052,1
icr048665,Madadeni,-27.6154,30.0861,35,6.331015385,3.560321614,3.20094732,0.838415719,-0.106404078,0.768875116,0.123138555,0.107986329,1
icr048682,Madadeni,-27.5834,30.0894,10,2.25882167,4.149074066,2.39503204,-0.444396811,-0.549488584,0.651239104,0.348771259,0,1
icr048683,Madadeni,-27.5834,30.0894,35,2.10123737,4.201283508,2.5324202,-0.586341821,-0.506214629,0.648815663,0.35119937,0,1
icr048704,Madadeni,-27.5677,30.0907,10,4.566109015,3.30915542,1.72344496,0.864203119,-0.652367825,0.668435153,0.192547191,0.139017656,1
icr048705,Madadeni,-27.5677,30.0907,35,6.59669798,3.564838376,1.58345516,1.361606966,-0.811509447,0.645606924,0.137955145,0.216437931,1
icr048721,Madadeni,-27.545,30.0929,10,8.6735608,3.027548368,0.858339,2.243707867,-1.260509325,0.574337841,0.063546611,0.362115547,1
icr048722,Madadeni,-27.545,30.0929,35,10.78360324,2.903422242,0.76160652,2.641659089,-1.338215359,0.565232631,0.013204204,0.421563165,1
icr048740,Hopetown,-29.835,23.9142,10,3.05694647,3.35724119,1.05111648,0.649240392,-1.161266649,0.57166782,0.293747758,0.134584422,1
icr048741,Hopetown,-29.835,23.9142,35,3.53812654,3.4823826,1.21445364,0.723455807,-1.053422418,0.592551737,0.267924034,0.139524229,1
icr048755,Hopetown,-29.8085,23.9044,10,4.054243465,4.456024376,1.1742428,0.763098477,-1.333633459,0.541349442,0.299514,0.159136558,1
icr048756,Hopetown,-29.8085,23.9044,35,3.297423135,4.998671128,1.06030984,0.47903288,-1.550610935,0.497558202,0.37205104,0.130390758,1
icr048770,Hopetown,-29.7978,23.9075,10,5.01979686,5.216880264,1.14644704,0.958807821,-1.515231943,0.510404461,0.294018769,0.19557677,1
icr048771,Hopetown,-29.7978,23.9075,35,4.66241683,5.439676386,0.96198672,0.94940197,-1.732474204,0.470179906,0.324640729,0.205179366,1
icr048786,Hopetown,-29.7684,23.9145,10,5.940909215,4.15240269,2.18009344,0.907113007,-0.64431939,0.67048567,0.184912007,0.144602323,1
icr048787,Hopetown,-29.7684,23.9145,35,6.185939575,3.373421266,2.29042724,1.066594668,-0.387189074,0.720048725,0.126009199,0.153942076,1
icr048793,Hopetown,-29.8323,23.9373,10,3.361779505,4.284627892,1.21848416,0.514866396,-1.257426114,0.552148879,0.327190125,0.120660996,1
icr048794,Hopetown,-29.8323,23.9373,35,3.70270199,3.913753928,1.12229088,0.758837746,-1.249124972,0.556892772,0.288811505,0.154295723,1
icr048820,Hopetown,-29.8205,23.9277,10,5.6658547,4.975871068,2.3168076,0.682749911,-0.764410241,0.645364638,0.235314076,0.119321285,1
icr048821,Hopetown,-29.8205,23.9277,35,4.71762802,4.972786384,1.75087676,0.625676852,-1.043863655,0.593029048,0.281574311,0.125396641,1
icr048824,Hopetown,-29.7962,23.9288,10,3.221654185,3.99615343,1.14698624,0.544879868,-1.248194414,0.554248049,0.321365733,0.124386218,1
icr048825,Hopetown,-29.7962,23.9288,35,3.24393139,7.002300232,0.95787532,0.300247286,-1.989276355,0.414231478,0.458290544,0.127477979,2
icr048837,Hopetown,-29.7781,23.933,10,3.042642955,4.536659262,1.1536184,0.380239152,-1.369287458,0.529728195,0.362780636,0.107491169,1
icr048838,Hopetown,-29.7781,23.933,35,2.829053875,4.27749307,1.01547536,0.407440485,-1.438010269,0.517400727,0.367858534,0.114740739,1
icr048854,Hopetown,-29.8424,23.9545,10,4.62953953,3.974474494,1.83245772,0.719576134,-0.774234454,0.644035959,0.231009187,0.124954853,1
icr048855,Hopetown,-29.8424,23.9545,35,5.81569205,3.56491284,1.87002648,1.082684923,-0.645187014,0.672636706,0.158212274,0.16915102,1
icr048868,Hopetown,-29.815,23.9544,10,5.00097744,5.664648832,1.15764892,0.892420469,-1.587853748,0.496125297,0.313914913,0.18995979,1
icr048869,Hopetown,-29.815,23.9544,35,4.89357826,5.051932868,1.03751516,1.012832048,-1.582942331,0.498616967,0.294863811,0.206519223,1
icr048886,Hopetown,-29.7874,23.9515,10,4.473485725,5.148415818,1.00016208,0.904989795,-1.638526992,0.486936985,0.318802795,0.19426022,1
icr048887,Hopetown,-29.7874,23.9515,35,4.65028624,4.614507758,1.01054168,1.02277723,-1.518718697,0.510602921,0.284716712,0.204680367,1
icr048899,Hopetown,-29.7687,23.9539,10,4.283779925,4.84476431,1.59026256,0.578582551,-1.113999463,0.579462743,0.298189716,0.122347541,1
icr048900,Hopetown,-29.7687,23.9539,35,3.653858415,6.041894226,1.35866268,0.324232633,-1.492216684,0.506299437,0.387849779,0.105850784,1
icr048912,Hopetown,-29.8379,23.9832,10,5.2475194,5.008821008,1.38738856,0.917924756,-1.283777313,0.552590485,0.269168421,0.178241094,1
icr048913,Hopetown,-29.8379,23.9832,35,5.68263346,4.733936876,1.43284312,1.040274455,-1.195096511,0.570570655,0.238567325,0.19086202,1
icr048931,Hopetown,-29.8198,23.9758,10,3.931955025,5.18568988,1.27112356,0.56831296,-1.406001684,0.52542688,0.338987203,0.135585916,1
icr048932,Hopetown,-29.816,23.9757,10,3.857357565,8.578883672,1.14720192,0.275556733,-2.011977932,0.409715973,0.465111536,0.125172491,2
icr048942,Hopetown,-29.8188,23.9729,10,3.59662546,3.875286148,1.00967896,0.797160096,-1.344987086,0.539702056,0.295836836,0.164461108,1
icr048943,Hopetown,-29.7993,23.9782,10,3.840049745,3.78948653,0.93346304,0.951729348,-1.401084439,0.531381764,0.279764803,0.188853433,1
icr048960,Hopetown,-29.7994,23.9793,35,4.37899183,4.683977478,1.38780644,0.721176671,-1.216423238,0.562433422,0.290170434,0.147396145,1
icr048961,Hopetown,-29.7734,23.983,10,3.499939745,5.069612,1.137375,0.502336162,-1.49454131,0.508214851,0.360959116,0.130826033,1
icr048977,Prieska,-29.9721,22.7102,10,4.740245335,10.5910753,2.01509824,0.034332095,-1.659343745,0.471633273,0.454580892,0.073785835,1
icr048978,Prieska,-29.9721,22.7102,35,7.86470364,7.091440202,3.48220752,0.612143214,-0.711222014,0.654253199,0.238952763,0.106794038,1
icr048985,Prieska,-29.9494,22.7059,10,7.410864635,6.13928395,3.2943772,0.665979322,-0.622490978,0.671340744,0.218809466,0.109849791,1
icr048986,Prieska,-29.9494,22.7059,35,8.57349288,3.882001534,4.10103388,1.019840302,0.054888228,0.801036289,0.073759581,0.125204129,1
icr048992,Prieska,-29.9487,22.7115,10,2.649929275,19.35391002,1.01741648,-0.687396745,-2.945627916,0.224697457,0.737620877,0.037681667,2
icr048993,Prieska,-29.9487,22.7115,35,4.38594519,11.23815446,1.47297308,0.100141872,-2.032031776,0.403705113,0.494597968,0.101696919,2
icr049013,Prieska,-29.9058,22.7159,10,4.541318775,3.78120251,2.18076744,0.611143975,-0.550365232,0.683932592,0.217495131,0.098572277,1
icr049014,Prieska,-29.9058,22.7159,35,5.040335725,3.327970822,2.30627972,0.797964609,-0.36672704,0.720289623,0.164289932,0.115420445,1
icr049022,Prieska,-29.9716,22.7325,10,5.460560525,5.14223315,2.45367004,0.573353707,-0.739902571,0.64844844,0.248730428,0.102821132,1
icr049023,Prieska,-29.9716,22.7325,35,5.15924196,5.969834874,2.35271832,0.426192443,-0.931147876,0.611209279,0.296900158,0.091890563,1
icr049044,Prieska,-29.9505,22.7371,10,5.27106257,6.940176436,2.08651528,0.434427597,-1.201831853,0.561352142,0.332007297,0.106640561,1
icr049045,Prieska,-29.9505,22.7371,35,1.943936495,24.98222614,0.86914996,-1.165663292,-3.35840422,0.138970074,0.861031696,0,2
icr049056,Prieska,-29.9345,22.7283,10,4.406786375,13.38816531,1.70465384,-0.107627849,-2.061009067,0.39562116,0.530224997,0.074153843,2
icr049057,Prieska,-29.9345,22.7283,35,4.352671095,17.03567578,1.49734492,-0.198282536,-2.431616234,0.326017442,0.593860403,0.080122155,2
icr049068,Prieska,-29.001227,22.736919,10,5.069774135,3.883751092,2.38489508,0.68042396,-0.487646331,0.696421857,0.198487578,0.105090565,1
icr049069,Prieska,-29.001227,22.736919,35,5.17133476,3.846117528,2.47839236,0.687724897,-0.439454097,0.705413767,0.190898086,0.103688147,1
icr049074,Prieska,-29.9813,22.7623,10,4.53158785,3.743507784,1.74839644,0.762281776,-0.761324034,0.646981261,0.222752018,0.130266721,1
icr049075,Prieska,-29.9813,22.7623,35,4.52716642,3.308333842,1.77570692,0.833032773,-0.622246083,0.673585004,0.193261355,0.133153641,1
icr049098,Prieska,-29.934,22.7603,10,6.505794135,3.718429266,2.80665732,0.933393881,-0.281307129,0.737840042,0.132129187,0.130030771,1
icr049099,Prieska,-29.934,22.7603,35,6.188282555,3.782076274,2.58224228,0.910922618,-0.381615015,0.719028407,0.149037206,0.131934387,1
icr049100,Prieska,-29.9347,22.7598,10,5.091578965,3.71567896,2.31901832,0.734313735,-0.471417465,0.700126936,0.188076364,0.1117967,1
icr049101,Prieska,-29.9347,22.7598,35,4.757515365,3.689368118,2.19342516,0.685687717,-0.51999088,0.690520669,0.202028926,0.107450405,1
icr049115,Prieska,-29.91,22.7619,10,5.11268468,3.558197604,2.70973612,0.664895937,-0.272402868,0.735949231,0.171942466,0.092108304,1
icr049116,Prieska,-29.91,22.7619,35,5.928362935,3.715602668,2.76308996,0.820403817,-0.296191286,0.733605199,0.151386536,0.115008265,1
icr049130,Prieska,-29.9771,22.7788,10,4.180310905,3.397180052,1.9024998,0.663104566,-0.579776985,0.679187475,0.213510149,0.107302376,1
icr049131,Prieska,-29.9771,22.7788,35,4.93945532,3.801887846,2.16035872,0.725825403,-0.565223463,0.682699553,0.201975181,0.115325267,1
icr049152,Prieska,-29.9329,22.7803,10,4.036406585,3.709015628,2.16163932,0.472717522,-0.539899634,0.68404222,0.237231949,0.078725831,1
icr049153,Prieska,-29.9329,22.7803,35,3.824177945,3.547892138,2.14427708,0.435687282,-0.503551193,0.690264319,0.23800461,0.071731071,1
icr049156,Prieska,-29.9279,22.7819,10,4.67042831,3.573416646,2.38733496,0.625867813,-0.403344518,0.71126496,0.19549481,0.09324023,1
icr049157,Prieska,-29.9279,22.7819,35,4.70927643,3.326992658,2.50008168,0.653784234,-0.285745387,0.733340064,0.175432128,0.091227808,1
icr049174,Prieska,-29.9066,22.7832,10,4.643540725,2.845374202,2.0177538,0.882183216,-0.343709676,0.725647033,0.14833439,0.126018577,1
icr049175,Prieska,-29.9066,22.7832,35,5.025106355,3.536960344,2.2992836,0.755351962,-0.430670102,0.707925433,0.179388861,0.112685706,1
icr049177,Chiculecule,-22.869558,35.26938,10,1.64896665,3.28443015,0.11290848,1.328188114,-3.370370866,0.172826895,0.486828834,0.340344271,2
icr049178,Chiculecule,-22.869558,35.26938,35,1.700228785,3.17476387,0.10906668,1.414725484,-3.371029099,0.173844551,0.473699823,0.352455627,2
icr049197,Chiculecule,-22.850423,35.273025,10,1.30802527,3.619772248,0.05470184,1.437655979,-4.192269041,0.02255376,0.580526704,0.396919537,2
icr049198,Chiculecule,-22.850423,35.273025,35,1.44029027,3.403420094,0.05455356,1.608987207,-4.133353144,0.035684409,0.546443082,0.417872509,2
icr049217,Chiculecule,-22.830183,35.271288,10,1.298180975,3.66384021,0.0518306,1.455460536,-4.258286406,0.010601993,0.586676374,0.402721634,2
icr049218,Chiculecule,-22.830183,35.271288,35,1.581454815,3.705766644,0.0581662,1.634167383,-4.154341008,0.032141727,0.54541675,0.422441523,2
icr049237,Chiculecule,-22.80203,35.268292,10,1.809781995,3.544228628,0.09619328,1.508325349,-3.60671632,0.131571185,0.491067001,0.377361814,2
icr049238,Chiculecule,-22.80203,35.268292,35,2.030777915,3.508167398,0.10556188,1.606801349,-3.50355175,0.151910645,0.462166481,0.385922874,2
icr049257,Chiculecule,-22.872882,35.29462,10,0.794855965,3.392649974,0.15693416,0.114085928,-3.073540244,0.211636669,0.632389313,0.155974018,2
icr049258,Chiculecule,-22.872882,35.29462,35,0.6401626,3.444352434,0.13090428,-0.063675433,-3.270024824,0.173027578,0.685936672,0.141035751,2
icr049277,Chiculecule,-22.846698,35.287992,10,2.00264326,3.654310924,0.110873,1.528265471,-3.495277423,0.152404174,0.473050188,0.374545638,2
icr049278,Chiculecule,-22.846698,35.287992,35,2.266965415,3.69808939,0.11792304,1.644527331,-3.445539376,0.163115763,0.448610681,0.388273556,2
icr049297,Chiculecule,-22.817833,35.285262,10,1.514566515,3.444906246,0.05919068,1.613568687,-4.063887871,0.04856731,0.536411032,0.415021658,2
icr049298,Chiculecule,-22.817833,35.285262,35,1.8014493,3.727877264,0.06095656,1.772625228,-4.113432773,0.041515605,0.518773337,0.439711058,2
icr049317,Chiculecule,-22.804762,35.287882,10,1.366769825,3.676020524,0.05773484,1.44997601,-4.153725263,0.029830732,0.57346683,0.396702438,2
icr049318,Chiculecule,-22.804762,35.287882,35,1.66733259,3.86764275,0.0629516,1.623462723,-4.118034315,0.038702664,0.542174135,0.419123202,2
icr049337,Chiculecule,-22.870143,35.313225,10,1.86444523,3.779923254,0.09622024,1.504892622,-3.670819255,0.11969324,0.500203192,0.380103568,2
icr049338,Chiculecule,-22.870143,35.313225,35,2.34075039,3.739598832,0.09957676,1.792527499,-3.625804816,0.131788816,0.45022331,0.417987874,2
icr049357,Chiculecule,-22.849915,35.317273,10,1.47962966,3.752054328,0.04789444,1.666690666,-4.361059367,0,0.56388332,0.436118113,2
icr049358,Chiculecule,-22.849915,35.317273,35,1.8044725,3.897981134,0.0553354,1.80961352,-4.254801192,0.015907321,0.532115958,0.451976722,2
icr049377,Chiculecule,-22.830515,35.31782,10,1.693880065,3.662663542,0.09709644,1.391935686,-3.630241194,0.125696602,0.512004428,0.36229897,2
icr049378,Chiculecule,-22.830515,35.31782,35,1.83334406,3.935808894,0.09976548,1.431399954,-3.675049472,0.117944943,0.511996535,0.370058522,2
icr049397,Chiculecule,-22.80366,35.312842,10,0.94769762,3.893741598,0.0549984,0.955760701,-4.259821731,0.003740647,0.663205194,0.333054159,2
icr049398,Chiculecule,-22.80366,35.312842,35,1.310084825,3.612830228,0.03918636,1.663412576,-4.523918014,0,0.562896507,0.437112647,2
icr049417,Chiculecule,-22.875068,35.338582,10,1.00683897,3.5742774,0.05392,1.106748109,-4.194016842,0.017875134,0.631303323,0.350821543,2
icr049418,Chiculecule,-22.875068,35.338582,35,1.53899775,3.507557548,0.04281248,1.838845651,-4.40584557,0,0.538948024,0.461054948,2
icr049437,Chiculecule,-22.848762,35.33593,10,1.052659345,3.183427358,0.05975684,1.174768373,-3.97543002,0.059119469,0.59154815,0.349332381,2
icr049438,Chiculecule,-22.848762,35.33593,35,1.066868385,3.416683702,0.06413784,1.098337058,-3.975391164,0.058120516,0.603216805,0.338662679,2
icr049457,Chiculecule,-22.82643,35.336955,10,1.842243605,3.517349922,0.12086168,1.384912696,-3.370816371,0.173491369,0.478224754,0.348283877,2
icr049458,Chiculecule,-22.82643,35.336955,35,2.03317758,3.558871156,0.12517528,1.48519776,-3.347483687,0.179118479,0.459772912,0.36110861,2
icr049477,Chiculecule,-22.800213,35.33732,10,1.373534235,3.252030236,0.19865476,0.714454433,-2.795466325,0.270869441,0.503333194,0.225797365,2
icr049478,Chiculecule,-22.800213,35.33732,35,1.81633856,3.624798924,0.21654272,0.957209334,-2.817766248,0.269948672,0.469251462,0.260799867,2
icr049496,Ihassunge,-18.042857,36.797743,10,3.87619588,4.472037668,2.60495608,0.169632323,-0.540428344,0.679954878,0.283595244,0.036449878,1
icr049497,Ihassunge,-18.042857,36.797743,35,3.713415455,4.865148678,2.78026348,0.012840764,-0.559551576,0.674360952,0.31011219,0.015526858,1
icr049516,Ihassunge,-18.02627,36.798512,10,3.017663765,3.833189868,1.79507768,0.186813514,-0.758649023,0.639899702,0.310287829,0.049812468,1
icr049517,Ihassunge,-18.02627,36.798512,35,3.061008895,3.99493729,1.78255476,0.182942437,-0.806980288,0.630927279,0.317372133,0.051700588,1
icr049536,Ihassunge,-17.998985,36.80058,10,3.2854626,4.316661296,2.28453648,0.060246348,-0.636319105,0.660814474,0.313184921,0.026000605,1
icr049537,Ihassunge,-17.998985,36.80058,35,3.32480199,4.428675006,2.30431164,0.053291869,-0.65331845,0.657585018,0.316530897,0.025884084,1
icr049556,Ihassunge,-17.984253,36.795087,10,8.47996263,3.597956484,2.91317628,1.283868036,-0.21112205,0.755409068,0.069169892,0.17542104,1
icr049557,Ihassunge,-17.984253,36.795087,35,10.55994313,3.4108737,3.36466192,1.515893214,-0.013640987,0.794916417,0.007200578,0.197883005,1
icr049576,Ihassunge,-18.044112,36.823923,10,3.373494405,3.956978714,2.17083268,0.187537763,-0.600369966,0.66912596,0.288913261,0.041960778,1
icr049577,Ihassunge,-18.044112,36.823923,35,3.31327604,4.400650182,1.97329676,0.15627797,-0.802046672,0.631486969,0.320781974,0.047731057,1
icr049596,Ihassunge,-18.027872,36.819483,10,4.0000715,4.423430346,2.56260192,0.229790575,-0.545892374,0.679738183,0.275140928,0.045120889,1
icr049597,Ihassunge,-18.027872,36.819483,35,4.45612122,4.758933516,2.98276004,0.22378984,-0.467174532,0.694189714,0.265482138,0.040328148,1
icr049616,Ihassunge,-18.003518,36.817497,10,5.09303388,4.43287621,3.17498484,0.407597275,-0.333745773,0.721238923,0.219482534,0.059278543,1
icr049617,Ihassunge,-18.003518,36.817497,35,5.03544192,4.04645607,2.95570568,0.500949133,-0.314104022,0.726093456,0.202585505,0.071321039,1
icr049635,Ihassunge,-17.980348,36.825287,10,4.42456657,4.005152404,2.89845612,0.34838986,-0.32340341,0.722368626,0.227136244,0.05049513,1
icr049636,Ihassunge,-17.980348,36.825287,35,4.798819835,4.401101042,2.97198952,0.377102462,-0.392623146,0.709969325,0.232050076,0.057980599,1
icr049655,Ihassunge,-18.0472,36.840102,10,9.19253087,6.609133552,2.64914352,1.049395755,-0.914216176,0.622538414,0.19943939,0.178022196,1
icr049656,Ihassunge,-18.0472,36.840102,35,9.63512735,3.620907044,2.74010656,1.490739779,-0.278727749,0.745652949,0.046655428,0.207691622,1
icr049675,Ihassunge,-18.025873,36.846685,10,5.302371585,4.892576894,3.23119644,0.383824506,-0.414866653,0.705951884,0.234011669,0.060036447,1
icr049676,Ihassunge,-18.025873,36.846685,35,5.492530865,4.858651386,3.38736224,0.403977243,-0.360709389,0.716214057,0.223657864,0.060128078,1
icr049695,Ihassunge,-18.004592,36.844108,10,3.12273886,4.701657634,1.50583732,0.213437784,-1.138566032,0.570121315,0.357261149,0.072617535,1
icr049696,Ihassunge,-18.004592,36.844108,35,3.44357596,4.329397338,1.52597644,0.389972044,-1.042793856,0.590123756,0.317431389,0.092444856,1
icr049715,Ihassunge,-17.98061,36.84061,10,5.87400202,5.04814666,3.69121492,0.41073035,-0.313065527,0.725097532,0.216225717,0.058676751,1
icr049716,Ihassunge,-17.98061,36.84061,35,5.442685855,4.84583378,3.43273592,0.384712277,-0.344761734,0.718904234,0.224457851,0.056637914,1
icr049735,Ihassunge,-18.048055,36.866937,10,8.191643825,3.937703424,2.69489464,1.229514935,-0.379238557,0.723660957,0.100057168,0.176281875,1
icr049736,Ihassunge,-18.048055,36.866937,35,9.27211661,3.87294275,3.06262904,1.320490024,-0.234740908,0.751531348,0.066749434,0.181719218,1
icr049755,Ihassunge,-18.026142,36.865238,10,7.77752211,4.9830096,2.6256344,1.020745998,-0.640711503,0.672647489,0.167071367,0.160281144,1
icr049756,Ihassunge,-18.026142,36.865238,35,9.476579405,3.952354262,3.13206452,1.321095375,-0.232619039,0.751930992,0.066371913,0.181697095,1
icr049775,Ihassunge,-17.996772,36.860772,10,4.90295018,5.271744896,3.30020056,0.215553035,-0.468378165,0.693859108,0.266901903,0.03923899,1
icr049776,Ihassunge,-17.996772,36.860772,35,4.96126015,4.928412726,3.28668012,0.27894973,-0.405139001,0.706366962,0.248723049,0.044909988,1
icr049795,Ihassunge,-17.977923,36.861702,10,3.363895745,4.183947032,2.1846362,0.142330078,-0.649805751,0.659405507,0.302459573,0.03813492,1
icr049796,Ihassunge,-17.977923,36.861702,35,3.679102135,4.578400704,2.46720396,0.12060148,-0.618264236,0.664941723,0.301540896,0.033517381,1
icr049815,Massuque,-24.240418,34.335203,10,1.14171148,3.663429688,0.6284376,-0.379216248,-1.762918322,0.447070587,0.531659638,0.021269775,2
icr049816,Massuque,-24.240418,34.335203,35,1.059726075,3.73840358,0.5903566,-0.450406162,-1.845687188,0.430855157,0.553652515,0.015492328,2
icr049835,Massuque,-24.222723,34.331462,10,0.95877009,3.7633941,0.35339168,-0.246233946,-2.365499498,0.337590705,0.592301917,0.070107378,2
