"GID","x","y","SSN","Site","Lat","Lon","Depth","C","N","P","K","S","Ca","Mg","Fv","V1","V2","V3","V4","V5","V6","V7","BP","CP","WP"
"E3966-S37897",396562.444745303,-3789662.57842514,"icr048787","Hopetown",-29.7684,23.9145,35,4013,545,3.3,401,5.4,2820,552,991660.3,-14.7298869980617,-10.7923342725943,-10.9294878263989,-1.82188639382847,-0.492476485097793,1.63094411765506,1.99650857560367,0,0,0
"E3966-S37897",396562.444745303,-3789662.57842514,"icr048786","Hopetown",-29.7684,23.9145,10,5657,626,16.3,418,5.4,2110,404,990763.3,-14.3486783952928,-10.8067709805737,-8.58188373808327,-0.988484934416705,1.10476615424249,1.65302834850896,2.20129862424306,0,0,0
"E3978-S37952",397749.610757331,-3795183.4436446,"icr048821","Hopetown",-29.8205,23.9277,35,5241,523,25.1,555,12.6,7260,356,986027.3,-13.7364068926046,-8.78295807393255,-8.39423341779616,-1.51286185039846,0.689171032180306,3.01520437696681,2.30468613473724,0,0,0
"E3978-S37952",397749.610757331,-3795183.4436446,"icr048820","Hopetown",-29.8205,23.9277,10,6261,724,29.4,562,11.3,3770,410,988232.3,-13.7276345539068,-9.75816727882606,-7.83683609637382,-0.979629796649364,0.956191948626341,2.2186731207437,2.15730380335959,0,0,0
"E3980-S37927",397930.725966987,-3792611.99435781,"icr048824","Hopetown",-29.7962,23.9288,10,4031,434,21.8,253,5.1,1880,196,993179.1,-14.8060420036468,-10.5300684463452,-7.23373540677838,-0.878106938848661,1.45266943006476,2.26091239659348,2.22872522901676,0,0,0
"E3980-S37927",397930.725966987,-3792611.99435781,"icr048825","Hopetown",-29.7962,23.9288,35,3215,419,6.1,133,12.3,14500,332,981382.6,-14.4670735233126,-9.20772023064133,-9.3963190809386,-3.93350885805273,-0.701310491199106,3.77676895949218,2.03771171674958,0,0,0
"E3985-S37907",398407.917070995,-3790698.14003464,"icr048837","Hopetown",-29.7781,23.933,10,3259,337,18.9,182,5.7,2570,184,993443.4,-14.9507590636595,-9.95968540135198,-7.25742268845455,-1.52903741120705,1.19869574722509,2.63672542028028,2.2690927484852,0,0,0
"E3985-S37907",398407.917070995,-3790698.14003464,"icr048838","Hopetown",-29.7781,23.933,35,2227,260,12.1,99.7,4.6,1350,166,995880.6,-15.6173277894776,-10.3359734707896,-6.90003282553532,-1.71496322769748,0.967149149107646,2.09587208307593,2.14772903624184,0,0,0
"E3987-S37965",398687.365338295,-3796436.91903536,"icr048794","Hopetown",-29.8323,23.9373,35,2311,212,3,98.9,4.2,912,362,996096.9,-15.9360216518762,-10.7976986156191,-8.92410763151838,-2.26958596821848,-0.336472236621214,0.92399577824856,2.38884933560237,0,0,0
"E3987-S37965",398687.365338295,-3796436.91903536,"icr048793","Hopetown",-29.8323,23.9373,10,2178,237,2.9,114,3.4,526,223,996715.7,-16.2085414809641,-11.5809151804141,-8.41223515164679,-1.22832442347234,-0.159064694629688,0.85812944127759,2.21810216235777,0,0,0
"E4003-S37917",400254.259594958,-3791691.38855205,"icr048887","Hopetown",-29.7874,23.9515,35,2696,273,1.9,98.7,3.8,1340,607,994979.6,-15.74661318584,-11.1426154453624,-10.2870127570412,-3.07969781706705,-0.693147180559945,0.79189610188546,2.29005267684724,0,0,0
"E4003-S37917",400254.259594958,-3791691.38855205,"icr048886","Hopetown",-29.7874,23.9515,10,2301,257,3.3,134,4.1,1160,551,995589.6,-15.6291995784735,-10.4089876822098,-9.6643498367995,-2.47357967908038,-0.217064505237827,0.744440474947496,2.19202300514015,0,0,0
"E4004-S37976",400399.006536135,-3797514.11153758,"icr048854","Hopetown",-29.8424,23.9545,10,2314,406,8.8,208,4,978,404,995677.2,-15.2849134839744,-10.4737422940443,-8.49469489942982,-1.38066482263124,0.788457360364269,0.884094792073667,1.74037974815189,0,0,0
"E4004-S37976",400399.006536135,-3797514.11153758,"icr048855","Hopetown",-29.8424,23.9545,35,3231,466,5,206,7.1,1460,639,993985.9,-14.9495276171728,-10.5853710411224,-9.16972514954707,-2.08350550844928,-0.35065687161317,0.826287260324847,1.93636133169885,0,0,0
"E4005-S37947",400468.130210931,-3794614.10904816,"icr048868","Hopetown",-29.815,23.9544,10,2180,271,4.6,128,5.6,1010,425,995975.8,-15.5801251882503,-10.2827979676203,-8.55158649648554,-2.09634886988247,-0.196710294246055,0.865616440910888,2.08496133490343,0,0,0
"E4005-S37947",400468.130210931,-3794614.10904816,"icr048869","Hopetown",-29.815,23.9544,35,2445,301,2.4,86.4,3.9,1240,488,995433.3,-15.7897520234337,-11.2484677969603,-9.61966706275468,-2.93813700162416,-0.4855078157817,0.932551252745935,2.0946901371601,0,0,0
"E4006-S37898",400551.223089512,-3789713.1139539,"icr048899","Hopetown",-29.7687,23.9539,10,7420,751,105,397,11.6,3760,310,987245.4,-13.5069322968421,-9.62331503903401,-5.79850959497094,-0.935602481866402,2.2029552520452,2.49560193890475,2.29052868439729,0,0,0
"E4006-S37898",400551.223089512,-3789713.1139539,"icr048900","Hopetown",-29.7687,23.9539,35,6287,636,85.6,250,17.8,6650,242,985831.6,-13.5663983564063,-9.11390828276899,-5.46584538750297,-1.75180729222421,1.57048682584966,3.31343440749321,2.29104072504294,0,0,0
"E4024-S37951",402329.754615905,-3795025.21651365,"icr048942","Hopetown",-29.8188,23.9729,10,2623,348,5,139,4.3,879,333,995668.7,-15.5911145598512,-11.1816599160672,-8.43773581487743,-1.63684088374966,0.150822889734583,0.970642407704733,2.0198715000924,0,0,0
"E4027-S37948",402621.313735223,-3794730.21279118,"icr048932","Hopetown",-29.816,23.9757,10,2770,335,9.7,170,14.2,17600,355,978746.1,-14.2771303506398,-7.99818197219291,-9.20274019115039,-3.85651116716642,-0.381116079097879,3.90353639155083,2.11247206735632,0,0,0
"E4027-S37952",402620.390975177,-3795132.45823598,"icr048931","Hopetown",-29.8198,23.9758,10,4248,512,18.6,321,8.3,5570,296,989026.1,-14.2281089524977,-9.53742475496727,-8.35711229055267,-1.85364713981434,0.806906065916603,2.93479087859727,2.11587893788227,0,0,0
"E4030-S37930",402922.924357817,-3792963.82222751,"icr048943","Hopetown",-29.7993,23.9782,10,2187,206,1.3,96.1,3.4,1060,408,996038.2,-16.158450915418,-11.186288110498,-10.324225549861,-2.6795866139981,-0.961411167154624,0.95475701270195,2.36240985188719,0,0,0
"E4034-S37971",403316.696216115,-3797051.71555161,"icr048912","Hopetown",-29.8379,23.9832,10,3020,340,7.8,216,5.8,1180,520,994710.4,-15.0787830283876,-10.1400453529291,-8.61957988116569,-1.68100471704528,0.296265816143173,0.819440905884238,2.18406649275871,0,0,0
"E4034-S37971",403316.696216115,-3797051.71555161,"icr048913","Hopetown",-29.8379,23.9832,35,2794,304,3.5,167,4.4,1510,638,994579.1,-15.3469256511929,-10.4315289641515,-10.0252174301781,-2.5235973147642,-0.228841572428847,0.86152664646418,2.21820183841068,0,0,0
"E4035-S37903",403484.185658605,-3790224.62102247,"icr048961","Hopetown",-29.7734,23.983,10,5043,546,18.1,189,9.4,6620,249,987325.5,-14.274309443287,-10.1315041987335,-7.75482860326934,-2.40795620069779,0.655202248995822,3.28039775246635,2.22313744633182,0,0,0
"E6632-S22987",663142.958523401,-2298630.83066755,"icr075676","Musungwa",-15.897394,26.093142,10,3374,265,12.9,112,4.3,204,40.7,995987.1,-16.3045384279956,-12.9225559094707,-4.06778425284287,1.35337115568017,1.09861228866811,1.61189190139567,2.54412443711969,0,1,0
"E6632-S22987",663142.958523401,-2298630.83066755,"icr075677","Musungwa",-15.897394,26.093142,35,1719,177,8.8,136,4.8,204,47.2,997703.2,-16.5595734160969,-11.3973845510618,-4.80837672454879,1.27356540752531,0.606135803570316,1.46372610125271,2.27334827280902,0,1,0
"E6636-S22910",663543.410656877,-2290970.36257805,"icr075736","Musungwa",-15.827109,26.095398,10,58325,5469,12.6,219,48,5110,981,929835.4,-12.3493015409606,-15.0634767320036,-6.84358895797691,-2.47034332320924,-1.33750419695046,1.65038222363239,2.36693503354286,0,0,0
"E6636-S22910",663543.410656877,-2290970.36257805,"icr075737","Musungwa",-15.827109,26.095398,35,16609,1757,2.5,114,20.8,5080,991,975425.7,-13.8065296410916,-13.7319331909978,-9.32937135518554,-3.80821817697797,-2.11866225483312,1.63435200624254,2.2463369079119,0,0,0
"E6636-S22937",663541.783483846,-2293616.18341708,"icr075716","Musungwa",-15.851383,26.095875,10,7385,578,7.1,82.2,7.3,577,128,991235.4,-15.4532935580715,-13.9399647306743,-5.59099815637894,-0.720656684456286,-0.0277795641070746,1.50581200258848,2.5476323262931,0,0,0
"E6636-S22937",663541.783483846,-2293616.18341708,"icr075717","Musungwa",-15.851383,26.095875,35,2848,244,3.2,50.3,3.9,328,81.7,996440.9,-16.6484688042439,-13.2764725690612,-6.10223461723678,-0.790351825966678,-0.19782574332992,1.38995960651819,2.45720404723866,0,0,0
"E6638-S22954",663796.095784992,-2295362.8442503,"icr075696","Musungwa",-15.867407,26.098539,10,5030,413,5.7,60.8,4.9,389,46.3,994050.3,-16.2210415715415,-14.407677289043,-4.87758741151632,0.00789078647083397,0.151230969723924,2.12843738252626,2.49972767013275,0,0,0
"E6638-S22954",663796.095784992,-2295362.8442503,"icr075697","Musungwa",-15.867407,26.098539,35,1893,185,2.1,137,13.4,490,63.2,997216.3,-16.3312260469508,-11.1097211648879,-6.27638861360867,0.226381186361341,-1.85331736222749,2.04810108995186,2.325562326131,0,0,0
"E6653-S22944",665276.966235868,-2294332.59748514,"icr075796","Musungwa",-15.857948,26.111965,10,17796,1219,7.5,139,13,2530,518,977777.5,-14.0146176674065,-13.6494247392457,-7.65484279478994,-2.36574730653236,-0.550046336919271,1.58599933946208,2.68094286244466,0,0,0
"E6653-S22944",665276.966235868,-2294332.59748514,"icr075797","Musungwa",-15.857948,26.111965,35,11118,639,17.1,178,13.6,4130,866,983038.3,-13.7729372435404,-10.7911799657113,-7.91061814959878,-2.99619930526523,0.229008670766607,1.56214777739264,2.85641624113588,0,0,0
"E6656-S22986",665558.209563758,-2298585.96722499,"icr075756","Musungwa",-15.896971,26.115347,10,3634,271,3.1,70.4,5.1,358,66,995592.4,-16.4481051995906,-13.4763062752134,-5.97669772430637,-0.228953849199757,-0.497838428239179,1.69087824437427,2.59597042807641,0,0,0
"E6656-S22986",665558.209563758,-2298585.96722499,"icr075757","Musungwa",-15.896971,26.115347,35,1866,167,1.7,312,7.1,1230,288,996128.2,-15.7551040891891,-9.4403276380484,-10.0959308826539,-1.10064754214436,-1.4294665329851,1.45180896823052,2.41355856899053,0,0,0
"E6660-S22957",665953.788712864,-2295647.96093745,"icr075776","Musungwa",-15.870013,26.118435,10,8848,710,3.5,81.2,6.5,1040,139,989171.8,-15.3940552831842,-14.573068370204,-7.04620436229103,-1.37693901335272,-0.619039208406223,2.01250205900473,2.52268175372676,0,0,0
"E6660-S22957",665953.788712864,-2295647.96093745,"icr075777","Musungwa",-15.870013,26.118435,35,3805,256,1.4,91.4,6.5,923,183,994733.7,-16.0304321001989,-12.4136563115347,-8.54907216025272,-1.72685561685532,-1.53532994028038,1.61814308166143,2.69889382581622,0,0,0
"E6664-S22914",666350.010464278,-2291330.97734724,"icr075816","Musungwa",-15.830405,26.121272,10,46480,3793,5.2,177,20.6,5190,792,943542.2,-13.058733713487,-15.5926286706647,-8.50322088603823,-2.82487112227349,-1.37663245020815,1.87992758434551,2.50586484983689,0,0,0
"E6664-S22914",666350.010464278,-2291330.97734724,"icr075817","Musungwa",-15.830405,26.121272,35,12921,1008,2.2,139,13,4660,796,980460.8,-14.1934656058114,-13.0652174823672,-10.0083919869576,-3.49285083852198,-1.77649199709727,1.76717154127531,2.55088572509091,0,0,0
"E6677-S22964",667618.954579683,-2296364.78209895,"icr075856","Musungwa",-15.876582,26.133883,10,5572,370,3.8,82,8.3,411,90.7,993462.2,-15.9348800774111,-13.6794197028329,-5.64010198310954,-0.27792007011593,-0.781254448070213,1.51103585737514,2.71200632926143,0,0,0
"E6677-S22964",667618.954579683,-2296364.78209895,"icr075857","Musungwa",-15.876582,26.133883,35,2887,241,2.4,46.8,12.8,1200,126,995484,-16.0067410857845,-11.6784556206414,-6.5397142502322,-2.27286175266447,-1.67397643357167,2.25379492882461,2.48317624617228,0,0,0
"E6684-S22914",668375.470903254,-2291392.23426506,"icr075896","Musungwa",-15.830958,26.139908,10,57115,3739,9.5,478,93,4380,943,933242.5,-12.2145436696972,-13.9094687992824,-6.98044120127152,-1.42511102804836,-2.28130769454676,1.53573772073703,2.72624858319093,0,0,0
"E6684-S22914",668375.470903254,-2291392.23426506,"icr075897","Musungwa",-15.830958,26.139908,35,14696,956,3,211,35.3,4260,951,978887.7,-13.7180562536217,-12.034628889761,-8.96875730344188,-2.92753628909711,-2.46527067527114,1.49951037671803,2.73257271384356,0,0,0
"E6684-S22935",668364.862238424,-2293445.24986369,"icr075876","Musungwa",-15.849793,26.140195,10,29609,1862,6.4,172,61.8,3910,855,963523.8,-13.1182843043586,-13.332781100312,-6.97047692793945,-2.65568932914181,-2.26760537409802,1.52019118404265,2.76642719031413,0,0,0
"E6684-S22935",668364.862238424,-2293445.24986369,"icr075877","Musungwa",-15.849793,26.140195,35,10370,611,2,113,20.5,4490,976,983417.5,-14.298930872869,-11.8757095861416,-9.65756272638661,-3.91635915566623,-2.32727770558442,1.52614539432321,2.83157534205198,0,0,0
"E6685-S22986",668460.584309368,-2298517.81671327,"icr075836","Musungwa",-15.896332,26.142028,10,12575,1115,6.8,136,11.5,797,151,985207.7,-14.7945298995837,-14.6960450632039,-5.84817694271186,-0.38213681879102,-0.525424423187143,1.66357484197529,2.42285631107372,0,0,0
"E6685-S22986",668460.584309368,-2298517.81671327,"icr075837","Musungwa",-15.896332,26.142028,35,5735,458,2.3,121,9.2,1060,220,992394.5,-15.4165912052318,-12.8723984857776,-8.00374928601671,-1.46428080181332,-1.38629436111989,1.57239664075375,2.52747384544929,0,0,0
"E6709-S22958",670851.590579703,-2295778.16942746,"icr075936","Musungwa",-15.871185,26.163502,10,13029,1019,5,143,24.1,1750,396,983633.9,-14.247068440483,-13.2246547942186,-6.9445053217827,-1.81046581419359,-1.57277392806251,1.48595685566308,2.54835588798021,0,0,0
"E6709-S22958",670851.590579703,-2295778.16942746,"icr075937","Musungwa",-15.871185,26.163502,35,5115,414,2,114,21.6,2700,510,991123.4,-14.8607262275393,-11.0570355682854,-8.72954451837864,-3.02298811683972,-2.37954613413017,1.66659632627405,2.51406670456041,0,0,0
"E6710-S22930",670973.316112788,-2292971.84286771,"icr075956","Musungwa",-15.845438,26.164093,10,23504,1455,6.8,153,72,4860,890,969059.2,-13.1592094925489,-12.4570739557387,-6.91238813317148,-3.04510102158472,-2.35974350683399,1.69757225416835,2.78216471880807,0,0,0
"E6710-S22930",670973.316112788,-2292971.84286771,"icr075957","Musungwa",-15.845438,26.164093,35,9277,612,3.3,114,26.3,5290,823,983854.4,-14.1390967553749,-11.2548606583426,-8.82955194634874,-3.82064645721591,-2.07564647071128,1.86061732417528,2.71856121514095,0,0,0
"E6712-S22986",671105.195570705,-2298590.02909435,"icr075916","Musungwa",-15.896982,26.166365,10,11726,909,7.2,102,7.9,871,175,986201.9,-14.9572652835609,-14.5505156348767,-6.19547324098853,-0.98647139991498,-0.0927817334509662,1.60485600292899,2.55721878334668,0,0,0
"E6712-S22986",671105.195570705,-2298590.02909435,"icr075917","Musungwa",-15.896982,26.166365,35,6546,643,3.1,73.2,6.8,1090,215,991422.9,-15.4223574783404,-13.8338162026476,-7.51372397686492,-1.97565785860356,-0.785520500690961,1.62329494709553,2.32046473082351,0,0,0
"E6716-S22902",671558.656263094,-2290176.96502847,"icr075976","Musungwa",-15.819795,26.16895,10,33078,2085,12.4,223,150,3850,948,959653.6,-12.581364841302,-12.4543970873775,-5.50537768994603,-2.21936591373304,-2.49293882148526,1.40147392502681,2.76409955358484,0,0,0
"E6716-S22902",671558.656263094,-2290176.96502847,"icr075977","Musungwa",-15.819795,26.16895,35,14388,935,4,102,32.2,4350,1150,979038.8,-13.8092268911343,-12.1751536840236,-8.30244723761605,-3.91076242471777,-2.08567209143047,1.33041390272543,2.73360327552683,0,0,0
"E6777-S30695",677652.402406622,-3069423.19190916,"icr075123","Shoshong",-23.011145,26.417994,10,2448,265,14.5,251,11.4,394,143,996473.1,-15.4321687533487,-10.0980251274487,-5.26099342674702,0.682150446689568,0.240535294026078,1.01350627903803,2.22329681764599,0,1,0
"E6777-S30695",677652.402406622,-3069423.19190916,"icr075124","Shoshong",-23.011145,26.417994,35,2844,316,1.5,232,7.9,704,271,995623.6,-15.7228001134149,-11.4799200785831,-9.18358218433681,-0.762435308585336,-1.66139765136481,0.954659535278341,2.19722457733622,0,1,0
"E6777-S30715",677689.36057683,-3071437.42017694,"icr075104","Shoshong",-23.029856,26.41897,35,3770,302,1.1,231,10.9,668,223,994794,-15.722207198584,-11.9548687539733,-8.92061732624101,-0.519854874236845,-2.29345260943077,1.09711640207653,2.52440326306719,0,0,0
"E6777-S30715",677689.36057683,-3071437.42017694,"icr075103","Shoshong",-23.029856,26.41897,10,3991,289,3.4,390,10.9,459,150,994706.7,-15.4987070336051,-11.4224023750669,-7.43244434040879,0.887310916981378,-1.16498735761298,1.11841491596429,2.6253704169363,0,0,0
"E6793-S30759",679293.872229023,-3075836.83863077,"icr075143","Shoshong",-23.070667,26.435555,10,8797,653,3.9,419,8.8,3940,1180,984998.3,-14.028304570757,-10.9966669748932,-11.0681054561682,-2.52809189094366,-0.81377516834856,1.20566628483227,2.60058890397624,0,0,0
"E6793-S30759",679293.872229023,-3075836.83863077,"icr075144","Shoshong",-23.070667,26.435555,35,4690,359,2.1,157,10.1,9690,1720,983371.8,-14.3787599510355,-9.42495014733864,-12.0213397294549,-4.96332088733492,-1.57059807911784,1.72877013507731,2.56986547295205,0,0,0
"E6796-S30746",679529.901721943,-3074526.0048218,"icr075164","Shoshong",-23.058479,26.437384,35,3100,216,23.1,116,4.1,533,149,995858.8,-15.6695530013817,-10.7573110619748,-5.50865407122195,-0.552293280247233,1.72884564381749,1.27457511822039,2.66387898278907,0,1,0
"E6796-S30746",679529.901721943,-3074526.0048218,"icr075163","Shoshong",-23.058479,26.437384,10,4214,310,2.7,535,4.8,762,207,993964.5,-15.4426644290978,-11.5343137735702,-9.60093984875756,0.401725954110331,-0.575364144903562,1.30322776242128,2.60959529688494,0,1,0
"E6801-S30718",680000.97298325,-3071712.95218546,"icr075183","Shoshong",-23.032326,26.440973,10,2296,163,2.6,103,5.8,258,80.9,997090.7,-16.6403083515082,-12.0157307243632,-6.37509019266506,0.180998421214406,-0.802346472524937,1.15974576085717,2.6451735566327,0,0,0
"E6801-S30718",680000.97298325,-3071712.95218546,"icr075184","Shoshong",-23.032326,26.440973,35,1730,118,1.4,177,5.3,590,195,997183.3,-16.4072042470065,-10.2203737070312,-9.21600501076129,-0.867884602792919,-1.33123458393686,1.10712297833602,2.68519206302616,0,0,0
"E6803-S30690",680248.965205496,-3068911.61730309,"icr075204","Shoshong",-23.006292,26.442451,35,5643,405,3.9,116,22.6,4070,848,988891.5,-14.4253813837151,-10.1302102381906,-8.7372934399665,-3.70903951716761,-1.75697335314264,1.56851764264474,2.6342840508626,0,0,0
"E6803-S30690",680248.965205496,-3068911.61730309,"icr075203","Shoshong",-23.006292,26.442451,10,7233,488,3.4,228,12.6,4140,1120,986775,-14.2505759559925,-10.5710997197776,-10.3444990635775,-3.24328005124818,-1.30992138233532,1.30736710253022,2.69609376099613,0,0,0
"E6816-S30747",681596.909071463,-3074631.46146695,"icr075241","Shoshong",-23.059378,26.457018,35,2362,195,2,150,4.6,435,166,996685.4,-16.3069742536609,-11.5992009347594,-8.3200623038082,-0.517995199670686,-0.832909122935103,0.963358242732141,2.49426443819356,0,0,0
"E6816-S30747",681596.909071463,-3074631.46146695,"icr075240","Shoshong",-23.059378,26.457018,10,3106,246,4.5,168,4.8,364,105,996001.7,-16.0965839130549,-12.0882878883488,-6.83917259564225,0.336062048474149,-0.0645385211375711,1.24319351747922,2.53575946777627,0,0,0
"E6824-S30717",682351.058701671,-3071603.11416719,"icr075260","Shoshong",-23.031214,26.463221,10,1473,154,3.3,117,10.1,186,62.8,997993.8,-16.6820434516913,-11.1151172955829,-5.14893717266165,0.868952804614215,-1.11861295537478,1.08579160023905,2.258103814049,0,1,0
"E6824-S30717",682351.058701671,-3071603.11416719,"icr075261","Shoshong",-23.031214,26.463221,35,1557,113,12,123,10.4,179,63.8,997941.8,-16.4085529651683,-9.92338944617413,-3.71943714125291,1.0782191135566,0.143100843640674,1.03163261549001,2.62312835312166,0,1,0
"E6828-S30687",682778.981502524,-3068693.55812132,"icr075281","Shoshong",-23.004168,26.466368,35,1923,175,2.2,132,7.5,422,140,997198.3,-16.3224241803366,-11.0080961864393,-7.41459644263675,-0.452352978370541,-1.226445660178,1.10336289142671,2.39685577166527,0,0,0
"E6828-S30687",682778.981502524,-3068693.55812132,"icr075280","Shoshong",-23.004168,26.466368,10,1440,120,6.3,118,7.7,200,70,998038,-16.6089172710937,-10.3878869255544,-4.92663927563177,0.732960011042433,-0.200670695462151,1.04982212449868,2.484906649788,0,0,0
"E6859-S29366",685839.24505344,-2936538.88644267,"icr074318","Paje",-21.7779,26.4554,10,12196,760,4.1,453,7.7,3490,649,982440.2,-14.0852980971977,-12.1064297028382,-10.5416288476793,-1.76205189928312,-0.630233355149375,1.68222429849238,2.77554487482777,0,0,0
"E6859-S29366",685839.24505344,-2936538.88644267,"icr074319","Paje",-21.7779,26.4554,35,11771,784,3.5,390,10.1,4910,633,981498.4,-14.0147754211535,-11.9252022602519,-10.5609000377512,-2.19390495184639,-1.05977245535185,2.04855879864439,2.70898513806207,0,0,0
"E6861-S29379",686073.117691236,-2937899.36139583,"icr074298","Paje",-21.7905,26.458,10,10214,721,3.3,463,10.4,3170,800,984618.3,-14.0920894146981,-11.6544936962845,-10.5941327489933,-1.85440691544062,-1.14788333767489,1.3768751392034,2.65087546992264,0,0,0
"E6861-S29379",686073.117691236,-2937899.36139583,"icr074299","Paje",-21.7905,26.458,35,9712,682,2.1,335,13,3720,866,984669.9,-14.1969759746483,-11.7044873305739,-10.7910339357048,-2.46965957424563,-1.82301201273216,1.45759403870476,2.65608785545582,0,0,0
"E6862-S29305",686197.554080775,-2930432.13545711,"icr074356","Paje",-21.7213,26.457,10,7556,490,5.1,141,5.8,589,214,990999.1,-15.3601297924767,-13.4234541000912,-7.17965962286914,-0.669238299395459,-0.128617377822094,1.01245016862974,2.73569183751673,0,0,0
"E6862-S29305",686197.554080775,-2930432.13545711,"icr074357","Paje",-21.7213,26.457,35,3486,241,1.9,112,6.6,617,311,995224.5,-15.9054184574159,-11.803265987356,-8.49622288205164,-1.58814867466623,-1.24521576285999,0.685076111726154,2.67171329258931,0,0,0
"E6864-S29338",686328.204564941,-2933767.27159597,"icr074336","Paje",-21.7522,26.4592,10,11795,601,5.6,387,12.3,8090,905,978204.1,-13.6957949739687,-10.6136448138737,-10.5868016551966,-2.90231812925653,-0.786832664637268,2.19044906635261,2.97683605730657,0,0,1
"E6864-S29338",686328.204564941,-2933767.27159597,"icr074337","Paje",-21.7522,26.4592,35,8770,518,3.1,290,15.6,9500,1280,979623.3,-13.8432950030288,-10.0866786068404,-11.2315944442549,-3.77050562404042,-1.61586880276439,2.00443172067497,2.82911684310675,0,0,1
"E6886-S29312",688586.491590182,-2931109.67463233,"icr074433","Paje",-21.7275,26.4797,10,6151,439,4.5,178,6.8,1960,415,990845.7,-14.9058918762885,-11.6572120157779,-9.01639365205566,-2.07382656042982,-0.412845215405788,1.55242123199386,2.6398705361332,0,0,0
"E6886-S29312",688586.491590182,-2931109.67463233,"icr074434","Paje",-21.7275,26.4797,35,6509,485,4,105,11.8,4330,473,988082.2,-14.6546964362003,-11.3528364129213,-8.85581171350484,-3.4022849057813,-1.08180517035173,2.2142274325046,2.5967922226349,0,0,0
"E6886-S29381",688562.14001144,-2938059.2991394,"icr074376","Paje",-21.7919,26.4815,10,13676,1046,5.1,318,11.8,8880,551,975512.1,-13.6990538513854,-12.0370160477763,-10.1268120395463,-2.70004934518782,-0.83885899174134,2.7798220268333,2.57066910613432,0,0,0
"E6886-S29381",688562.14001144,-2938059.2991394,"icr074377","Paje",-21.7919,26.4815,35,12842,1092,4.1,148,14.4,11000,590,974309.5,-13.8272367575742,-12.3226396874291,-9.72890426698323,-3.81269489974722,-1.25624123287169,2.92552801488074,2.46471017204914,0,0,0
"E6887-S29342",688661.420045046,-2934174.82631623,"icr074414","Paje",-21.7559,26.4813,35,11920,938,5.3,454,10.8,4170,681,981820.9,-13.8314606628445,-11.8494406851192,-10.0486440079069,-1.85970256651247,-0.711839313572098,1.81210900864333,2.54222299161312,0,0,0
"E6887-S29342",688661.420045046,-2934174.82631623,"icr074413","Paje",-21.7559,26.4813,10,10499,733,3.9,262,11.5,7570,726,980194.6,-13.9552993419037,-11.4185847361118,-10.4666625451018,-3.13329712608439,-1.0813704822336,2.3443983316067,2.66188959162829,0,0,0
"E6888-S29365",688760.278707551,-2936462.94264145,"icr074397","Paje",-21.7771,26.4829,35,6676,460,1.6,74.5,5.2,1890,970,989922.7,-15.2122711584362,-12.6841508916034,-10.4145184910674,-3.9115824951295,-1.17865499634165,0.66703603655626,2.67504779529859,0,0,0
"E6888-S29365",688760.278707551,-2936462.94264145,"icr074396","Paje",-21.7771,26.4829,10,8970,680,5.9,208,7.4,2040,603,987485.7,-14.4650236487169,-12.1983574496787,-9.01332254186353,-2.1146787335827,-0.22652764929845,1.21878789011108,2.57954815688269,0,0,0
"E6903-S29307",690299.232789711,-2930651.66881688,"icr074510","Paje",-21.7232,26.4957,35,2426,176,1.2,48.6,4.2,531,188,996625,-16.6770480667575,-12.3730669367587,-8.30381561646899,-2.15397463673937,-1.25276296849537,1.03832005841199,2.62351509446584,0,0,0
"E6903-S29307",690299.232789711,-2930651.66881688,"icr074509","Paje",-21.7232,26.4957,10,3410,225,3,79.5,5.2,525,148,995604.3,-16.1858824336339,-12.3214213551692,-7.17093269210761,-1.16668956304253,-0.550046336919273,1.26618598882751,2.71836716807314,0,0,0
"E6907-S29364",690664.883648867,-2936307.86881087,"icr074470","Paje",-21.7756,26.5008,10,10086,748,5.5,368,8.5,1700,482,986602,-14.3521556364991,-12.3449142726951,-9.05365214983497,-1.0823005292318,-0.435318071257845,1.26043941599371,2.60150062466219,0,0,0
"E6907-S29364",690664.883648867,-2936307.86881087,"icr074471","Paje",-21.7756,26.5008,35,7771,700,4.4,316,12.9,4080,533,986582.7,-14.1794587002302,-11.2591059604429,-9.59701097031476,-2.12435839543278,-1.07562277044341,2.03533084323236,2.40707380016584,0,0,0
"E6911-S29335",691083.155799152,-2933438.80891785,"icr074489","Paje",-21.749,26.5039,10,8752,644,3.8,263,8.5,2880,578,986870.7,-14.4247457981466,-11.9421597697209,-9.83228483603036,-2.16304400190344,-0.805065096763931,1.60597170445761,2.60933879855741,0,0,0
"E6911-S29335",691083.155799152,-2933438.80891785,"icr074490","Paje",-21.749,26.5039,35,8808,689,4.8,201,9,3150,584,986554.2,-14.3752384362919,-11.9675158109673,-9.34816880095418,-2.50739948008609,-0.628608659422374,1.68525674899145,2.54817440738886,0,0,0
"E6915-S29389",691423.855905996,-2938857.27016738,"icr074455","Paje",-21.7992,26.5087,35,10906,715,3.1,455,9.7,3510,1260,983141.2,-13.9735353911368,-11.4785081912969,-11.2072674031981,-2.37020056229659,-1.14072377401824,1.02450431651439,2.724785832792,0,0,0
